"Source","Target","論文ID","論文タイトル","所属1","所属2"
"4 金属・合金・ナノ粒子・触媒材料","9 化学反応・触媒・電気化学的評価","https://doi.org/10.1038/s41565-021-00975-4","Chemical engines: driving systems away from equilibrium through catalyst reaction cycles","",""
"9 化学反応・触媒・電気化学的評価","5 化学反応性・触媒活性・電気化学特性","https://doi.org/10.1038/s41565-021-00975-4","Chemical engines: driving systems away from equilibrium through catalyst reaction cycles","",""
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","5 ポリマー・高分子・有機材料・有機半導体","https://doi.org/10.1038/s41565-023-01534-9","Microplastic fragmentation by rotifers in aquatic ecosystems contributes to global nanoplastic pollution","",""
"5 ポリマー・高分子・有機材料・有機半導体","3 構造評価・表面分析・顕微鏡観察","https://doi.org/10.1038/s41565-023-01534-9","Microplastic fragmentation by rotifers in aquatic ecosystems contributes to global nanoplastic pollution","",""
"3 構造評価・表面分析・顕微鏡観察","5 化学反応性・触媒活性・電気化学特性","https://doi.org/10.1038/s41565-023-01534-9","Microplastic fragmentation by rotifers in aquatic ecosystems contributes to global nanoplastic pollution","",""
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","14 その他（複合材料・特殊構造体等）","https://doi.org/10.1038/s41565-021-00958-5","Nanopore electro-osmotic trap for the label-free study of single proteins and their conformations","",""
"14 その他（複合材料・特殊構造体等）","5 電気・電子・磁気・光学的測定","https://doi.org/10.1038/s41565-021-00958-5","Nanopore electro-osmotic trap for the label-free study of single proteins and their conformations","",""
"5 電気・電子・磁気・光学的測定","10 計測技術・センシング・検出・イメージング","https://doi.org/10.1038/s41565-021-00958-5","Nanopore electro-osmotic trap for the label-free study of single proteins and their conformations","",""
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","6 リポソーム・LNP・バイオナノ材料","https://doi.org/10.1038/s41565-022-01129-w","Characterization of nanoparticles-based vaccines for COVID-19","",""
"6 リポソーム・LNP・バイオナノ材料","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-022-01129-w","Characterization of nanoparticles-based vaccines for COVID-19","",""
"10 マルチモーダル・複合的解析・統合手法","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-022-01129-w","Characterization of nanoparticles-based vaccines for COVID-19","",""
"9 自己組織化・自己集合・分子機械・ナノロボティクス・分子デバイスの設計と制御","2 ペロブスカイト・量子ドット・ナノ結晶材料","https://doi.org/10.1038/s41565-023-01446-8","Reconfigurable, non-volatile neuromorphic photovoltaics","",""
"2 ペロブスカイト・量子ドット・ナノ結晶材料","5 電気・電子・磁気・光学的測定","https://doi.org/10.1038/s41565-023-01446-8","Reconfigurable, non-volatile neuromorphic photovoltaics","",""
"5 電気・電子・磁気・光学的測定","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-023-01446-8","Reconfigurable, non-volatile neuromorphic photovoltaics","",""
"8 理論・計算・機構解明・モデリング・記述子・基礎科学の深化","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-021-01061-5","Robotic four-dimensional pixel assembly of van der Waals solids","",""
"1 二次元材料・層状材料・グラフェン・TMDs関連","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-021-01061-5","Robotic four-dimensional pixel assembly of van der Waals solids","",""
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","15 多機能・複合・システム・統合評価","https://doi.org/10.1038/s41565-021-01061-5","Robotic four-dimensional pixel assembly of van der Waals solids","",""
"7 センシング・バイオセンシング・イメージング・計測技術の開発・応用","14 その他（複合材料・特殊構造体等）","https://doi.org/10.1038/s41565-022-01174-5","Nanotechnology-based strategies against SARS-CoV-2 variants","",""
"14 その他（複合材料・特殊構造体等）","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-022-01174-5","Nanotechnology-based strategies against SARS-CoV-2 variants","",""
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-022-01174-5","Nanotechnology-based strategies against SARS-CoV-2 variants","",""
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","2 ペロブスカイト・量子ドット・ナノ結晶材料","https://doi.org/10.1038/s41565-023-01441-z","Minimizing heat generation in quantum dot light-emitting diodes by increasing quasi-Fermi-level splitting","",""
"2 ペロブスカイト・量子ドット・ナノ結晶材料","5 電気・電子・磁気・光学的測定","https://doi.org/10.1038/s41565-023-01441-z","Minimizing heat generation in quantum dot light-emitting diodes by increasing quasi-Fermi-level splitting","",""
"5 電気・電子・磁気・光学的測定","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-023-01441-z","Minimizing heat generation in quantum dot light-emitting diodes by increasing quasi-Fermi-level splitting","",""
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","2 ペロブスカイト・量子ドット・ナノ結晶材料","https://doi.org/10.1038/s41565-022-01131-2","Quantum interference of identical photons from remote GaAs quantum dots","",""
"2 ペロブスカイト・量子ドット・ナノ結晶材料","5 電気・電子・磁気・光学的測定","https://doi.org/10.1038/s41565-022-01131-2","Quantum interference of identical photons from remote GaAs quantum dots","",""
"5 電気・電子・磁気・光学的測定","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-022-01131-2","Quantum interference of identical photons from remote GaAs quantum dots","",""
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-022-01185-2","Doping-driven topological polaritons in graphene/α-MoO3 heterostructures","",""
"1 二次元材料・層状材料・グラフェン・TMDs関連","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-022-01185-2","Doping-driven topological polaritons in graphene/α-MoO3 heterostructures","",""
"10 マルチモーダル・複合的解析・統合手法","2 磁気・スピン・フォトニック・集積化デバイス","https://doi.org/10.1038/s41565-022-01185-2","Doping-driven topological polaritons in graphene/α-MoO3 heterostructures","",""
"4 触媒・電池・エネルギー材料・エネルギー変換技術の開発・性能向上","8 メモリ・電子デバイス・半導体素子","https://doi.org/10.1038/s41565-023-01491-3","Shared control of a 16 semiconductor quantum dot crossbar array","",""
"8 メモリ・電子デバイス・半導体素子","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-023-01491-3","Shared control of a 16 semiconductor quantum dot crossbar array","",""
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-023-01491-3","Shared control of a 16 semiconductor quantum dot crossbar array","",""
"2 デバイス・機能材料の設計・開発・動作・応用","6 リポソーム・LNP・バイオナノ材料","https://doi.org/10.1038/s41565-022-01085-5","A transistor-like pH-sensitive nanodetergent for selective cancer therapy","",""
"6 リポソーム・LNP・バイオナノ材料","11 ナノ粒子・ナノ構造評価と応用","https://doi.org/10.1038/s41565-022-01085-5","A transistor-like pH-sensitive nanodetergent for selective cancer therapy","",""
"11 ナノ粒子・ナノ構造評価と応用","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-022-01085-5","A transistor-like pH-sensitive nanodetergent for selective cancer therapy","",""
"9 自己組織化・自己集合・分子機械・ナノロボティクス・分子デバイスの設計と制御","5 ポリマー・高分子・有機材料・有機半導体","https://doi.org/10.1038/s41565-022-01133-0","Nanostructured block copolymer muscles","",""
"5 ポリマー・高分子・有機材料・有機半導体","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-022-01133-0","Nanostructured block copolymer muscles","",""
"10 マルチモーダル・複合的解析・統合手法","11 機械/熱/環境特性・耐久・リサイクル","https://doi.org/10.1038/s41565-022-01133-0","Nanostructured block copolymer muscles","",""
"1 新規材料・ナノ構造の合成・成長・構造制御・基礎物性の解明","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-021-01070-4","Non-oxidized bare copper nanoparticles with surface excess electrons in air","",""
"4 金属・合金・ナノ粒子・触媒材料","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-021-01070-4","Non-oxidized bare copper nanoparticles with surface excess electrons in air","",""
"10 マルチモーダル・複合的解析・統合手法","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-021-01070-4","Non-oxidized bare copper nanoparticles with surface excess electrons in air","",""
"2 デバイス・機能材料の設計・開発・動作・応用","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-022-01154-9","Fischer–Tropsch synthesis to olefins boosted by MFI zeolite nanosheets","",""
"4 金属・合金・ナノ粒子・触媒材料","9 化学反応・触媒・電気化学的評価","https://doi.org/10.1038/s41565-022-01154-9","Fischer–Tropsch synthesis to olefins boosted by MFI zeolite nanosheets","",""
"9 化学反応・触媒・電気化学的評価","5 化学反応性・触媒活性・電気化学特性","https://doi.org/10.1038/s41565-022-01154-9","Fischer–Tropsch synthesis to olefins boosted by MFI zeolite nanosheets","",""
"7 センシング・バイオセンシング・イメージング・計測技術の開発・応用","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-022-01274-2","In vivo surface-enhanced Raman scattering nanosensor for the real-time monitoring of multiple stress signalling molecules in plants","",""
"4 金属・合金・ナノ粒子・触媒材料","4 分光・物性評価・組成/化学分析","https://doi.org/10.1038/s41565-022-01274-2","In vivo surface-enhanced Raman scattering nanosensor for the real-time monitoring of multiple stress signalling molecules in plants","",""
"4 分光・物性評価・組成/化学分析","10 計測技術・センシング・検出・イメージング","https://doi.org/10.1038/s41565-022-01274-2","In vivo surface-enhanced Raman scattering nanosensor for the real-time monitoring of multiple stress signalling molecules in plants","",""
"7 センシング・バイオセンシング・イメージング・計測技術の開発・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-023-01342-1","Highly reproducible van der Waals integration of two-dimensional electronics on the wafer scale","",""
"1 二次元材料・層状材料・グラフェン・TMDs関連","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-023-01342-1","Highly reproducible van der Waals integration of two-dimensional electronics on the wafer scale","",""
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-023-01342-1","Highly reproducible van der Waals integration of two-dimensional electronics on the wafer scale","",""
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-023-01344-z","Designing single-site alloy catalysts using a degree-of-isolation descriptor","",""
"4 金属・合金・ナノ粒子・触媒材料","6 シミュレーション・理論・データ駆動型手法","https://doi.org/10.1038/s41565-023-01344-z","Designing single-site alloy catalysts using a degree-of-isolation descriptor","",""
"6 シミュレーション・理論・データ駆動型手法","5 化学反応性・触媒活性・電気化学特性","https://doi.org/10.1038/s41565-023-01344-z","Designing single-site alloy catalysts using a degree-of-isolation descriptor","",""
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-024-01614-4","Developing high-power Li||S batteries via transition metal/carbon nanocomposite electrocatalyst engineering","",""
"4 金属・合金・ナノ粒子・触媒材料","9 化学反応・触媒・電気化学的評価","https://doi.org/10.1038/s41565-024-01614-4","Developing high-power Li||S batteries via transition metal/carbon nanocomposite electrocatalyst engineering","",""
"9 化学反応・触媒・電気化学的評価","5 化学反応性・触媒活性・電気化学特性","https://doi.org/10.1038/s41565-024-01614-4","Developing high-power Li||S batteries via transition metal/carbon nanocomposite electrocatalyst engineering","",""
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-022-01180-7","A tunable bilayer Hubbard model in twisted WSe2","",""
"1 二次元材料・層状材料・グラフェン・TMDs関連","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-022-01180-7","A tunable bilayer Hubbard model in twisted WSe2","",""
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","14 理論・モデル・シミュレーション","https://doi.org/10.1038/s41565-022-01180-7","A tunable bilayer Hubbard model in twisted WSe2","",""
"6 環境・安全性・リスク評価・サステナビリティ・規制・社会実装","14 その他（複合材料・特殊構造体等）","https://doi.org/10.1038/s41565-021-01030-y","Species-dependent in vivo mRNA delivery and cellular responses to nanoparticles","",""
"14 その他（複合材料・特殊構造体等）","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-021-01030-y","Species-dependent in vivo mRNA delivery and cellular responses to nanoparticles","",""
"7 ナノバイオ・医療・生体応用実験・評価","13 合成/プロセス/製造/スケーラビリティ等","https://doi.org/10.1038/s41565-021-01030-y","Species-dependent in vivo mRNA delivery and cellular responses to nanoparticles","",""
"7 センシング・バイオセンシング・イメージング・計測技術の開発・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-022-01095-3","Phase-change memtransistive synapses for mixed-plasticity neural computations","",""
"1 二次元材料・層状材料・グラフェン・TMDs関連","8 デバイス動作・システムレベル評価・応用","https://doi.org/10.1038/s41565-022-01095-3","Phase-change memtransistive synapses for mixed-plasticity neural computations","",""
"8 デバイス動作・システムレベル評価・応用","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-022-01095-3","Phase-change memtransistive synapses for mixed-plasticity neural computations","",""
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","5 ポリマー・高分子・有機材料・有機半導体","https://doi.org/10.1038/s41565-022-01137-w","NAD(H)-loaded nanoparticles for efficient sepsis therapy via modulating immune and vascular homeostasis","",""
"5 ポリマー・高分子・有機材料・有機半導体","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-022-01137-w","NAD(H)-loaded nanoparticles for efficient sepsis therapy via modulating immune and vascular homeostasis","",""
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-022-01137-w","NAD(H)-loaded nanoparticles for efficient sepsis therapy via modulating immune and vascular homeostasis","",""
"2 デバイス・機能材料の設計・開発・動作・応用","7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","https://doi.org/10.1038/s41565-023-01348-9","DNA-framework-based multidimensional molecular classifiers for cancer diagnosis","",""
"7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-023-01348-9","DNA-framework-based multidimensional molecular classifiers for cancer diagnosis","",""
"10 マルチモーダル・複合的解析・統合手法","10 計測技術・センシング・検出・イメージング","https://doi.org/10.1038/s41565-023-01348-9","DNA-framework-based multidimensional molecular classifiers for cancer diagnosis","",""
"2 デバイス・機能材料の設計・開発・動作・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-024-01695-1","The future of two-dimensional semiconductors beyond Moore’s law","",""
"1 二次元材料・層状材料・グラフェン・TMDs関連","13 レビュー・総説・動向分析・社会データ","https://doi.org/10.1038/s41565-024-01695-1","The future of two-dimensional semiconductors beyond Moore’s law","",""
"13 レビュー・総説・動向分析・社会データ","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-024-01695-1","The future of two-dimensional semiconductors beyond Moore’s law","",""
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","https://doi.org/10.1038/s41565-022-01169-2","Identification of nucleoside monophosphates and their epigenetic modifications using an engineered nanopore","",""
"7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-022-01169-2","Identification of nucleoside monophosphates and their epigenetic modifications using an engineered nanopore","",""
"10 マルチモーダル・複合的解析・統合手法","10 計測技術・センシング・検出・イメージング","https://doi.org/10.1038/s41565-022-01169-2","Identification of nucleoside monophosphates and their epigenetic modifications using an engineered nanopore","",""
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","2 ペロブスカイト・量子ドット・ナノ結晶材料","https://doi.org/10.1038/s41565-023-01482-4","Light management for perovskite light-emitting diodes","",""
"2 ペロブスカイト・量子ドット・ナノ結晶材料","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-023-01482-4","Light management for perovskite light-emitting diodes","",""
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","6 発光・フォトニクス・スペクトル・非線形光学特性","https://doi.org/10.1038/s41565-023-01482-4","Light management for perovskite light-emitting diodes","",""
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-023-01429-9","Efficient solvent- and hydrogen-free upcycling of high-density polyethylene into separable cyclic hydrocarbons","",""
"4 金属・合金・ナノ粒子・触媒材料","9 化学反応・触媒・電気化学的評価","https://doi.org/10.1038/s41565-023-01429-9","Efficient solvent- and hydrogen-free upcycling of high-density polyethylene into separable cyclic hydrocarbons","",""
"9 化学反応・触媒・電気化学的評価","5 化学反応性・触媒活性・電気化学特性","https://doi.org/10.1038/s41565-023-01429-9","Efficient solvent- and hydrogen-free upcycling of high-density polyethylene into separable cyclic hydrocarbons","",""
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-022-01106-3","Endoepitaxial growth of monolayer mosaic heterostructures","",""
"1 二次元材料・層状材料・グラフェン・TMDs関連","1 材料合成・薄膜形成","https://doi.org/10.1038/s41565-022-01106-3","Endoepitaxial growth of monolayer mosaic heterostructures","",""
"1 材料合成・薄膜形成","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-022-01106-3","Endoepitaxial growth of monolayer mosaic heterostructures","",""
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","2 ペロブスカイト・量子ドット・ナノ結晶材料","https://doi.org/10.1038/s41565-022-01160-x","Stretchable colour-sensitive quantum dot nanocomposites for shape-tunable multiplexed phototransistor arrays","",""
"2 ペロブスカイト・量子ドット・ナノ結晶材料","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-022-01160-x","Stretchable colour-sensitive quantum dot nanocomposites for shape-tunable multiplexed phototransistor arrays","",""
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-022-01160-x","Stretchable colour-sensitive quantum dot nanocomposites for shape-tunable multiplexed phototransistor arrays","",""
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-022-01177-2","A nanomaterial targeting the spike protein captures SARS-CoV-2 variants and promotes viral elimination","",""
"4 金属・合金・ナノ粒子・触媒材料","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-022-01177-2","A nanomaterial targeting the spike protein captures SARS-CoV-2 variants and promotes viral elimination","",""
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-022-01177-2","A nanomaterial targeting the spike protein captures SARS-CoV-2 variants and promotes viral elimination","",""
"2 デバイス・機能材料の設計・開発・動作・応用","7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","https://doi.org/10.1038/s41565-022-01283-1","Multi-micron crisscross structures grown from DNA-origami slats","",""
"7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","12 DNA/RNA・分子ナノテク・バイオナノデバイス","https://doi.org/10.1038/s41565-022-01283-1","Multi-micron crisscross structures grown from DNA-origami slats","",""
"12 DNA/RNA・分子ナノテク・バイオナノデバイス","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-022-01283-1","Multi-micron crisscross structures grown from DNA-origami slats","",""
"8 理論・計算・機構解明・モデリング・記述子・基礎科学の深化","5 ポリマー・高分子・有機材料・有機半導体","https://doi.org/10.1038/s41565-023-01447-7","Investigation of the enhanced antitumour potency of STING agonist after conjugation to polymer nanoparticles","",""
"5 ポリマー・高分子・有機材料・有機半導体","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-023-01447-7","Investigation of the enhanced antitumour potency of STING agonist after conjugation to polymer nanoparticles","",""
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-023-01447-7","Investigation of the enhanced antitumour potency of STING agonist after conjugation to polymer nanoparticles","",""
"4 触媒・電池・エネルギー材料・エネルギー変換技術の開発・性能向上","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-023-01460-w","Low-temperature growth of MoS2 on polymer and thin glass substrates for flexible electronics","",""
"1 二次元材料・層状材料・グラフェン・TMDs関連","1 材料合成・薄膜形成","https://doi.org/10.1038/s41565-023-01460-w","Low-temperature growth of MoS2 on polymer and thin glass substrates for flexible electronics","",""
"1 材料合成・薄膜形成","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-023-01460-w","Low-temperature growth of MoS2 on polymer and thin glass substrates for flexible electronics","",""
"7 センシング・バイオセンシング・イメージング・計測技術の開発・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-023-01497-x","Low Ohmic contact resistance and high on/off ratio in transition metal dichalcogenides field-effect transistors via residue-free transfer","",""
"1 二次元材料・層状材料・グラフェン・TMDs関連","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-023-01497-x","Low Ohmic contact resistance and high on/off ratio in transition metal dichalcogenides field-effect transistors via residue-free transfer","",""
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-023-01497-x","Low Ohmic contact resistance and high on/off ratio in transition metal dichalcogenides field-effect transistors via residue-free transfer","",""
"2 デバイス・機能材料の設計・開発・動作・応用","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-022-01078-4","Precursors of Majorana modes and their length-dependent energy oscillations probed at both ends of atomic Shiba chains","",""
"4 金属・合金・ナノ粒子・触媒材料","3 構造評価・表面分析・顕微鏡観察","https://doi.org/10.1038/s41565-022-01078-4","Precursors of Majorana modes and their length-dependent energy oscillations probed at both ends of atomic Shiba chains","",""
"3 構造評価・表面分析・顕微鏡観察","7 バンドギャップ・励起子・光キャリア等の物理パラメータ","https://doi.org/10.1038/s41565-022-01078-4","Precursors of Majorana modes and their length-dependent energy oscillations probed at both ends of atomic Shiba chains","",""
"8 理論・計算・機構解明・モデリング・記述子・基礎科学の深化","7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","https://doi.org/10.1038/s41565-022-01116-1","Highly shape- and size-tunable membrane nanopores made with DNA","",""
"7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","12 DNA/RNA・分子ナノテク・バイオナノデバイス","https://doi.org/10.1038/s41565-022-01116-1","Highly shape- and size-tunable membrane nanopores made with DNA","",""
"12 DNA/RNA・分子ナノテク・バイオナノデバイス","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-022-01116-1","Highly shape- and size-tunable membrane nanopores made with DNA","",""
"4 触媒・電池・エネルギー材料・エネルギー変換技術の開発・性能向上","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-022-01289-9","Packing-induced selectivity switching in molecular nanoparticle photocatalysts for hydrogen and hydrogen peroxide production","",""
"4 金属・合金・ナノ粒子・触媒材料","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-022-01289-9","Packing-induced selectivity switching in molecular nanoparticle photocatalysts for hydrogen and hydrogen peroxide production","",""
"10 マルチモーダル・複合的解析・統合手法","5 化学反応性・触媒活性・電気化学特性","https://doi.org/10.1038/s41565-022-01289-9","Packing-induced selectivity switching in molecular nanoparticle photocatalysts for hydrogen and hydrogen peroxide production","",""
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","https://doi.org/10.1038/s41565-023-01462-8","Enzyme-less nanopore detection of post-translational modifications within long polypeptides","",""
"7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","9 化学反応・触媒・電気化学的評価","https://doi.org/10.1038/s41565-023-01462-8","Enzyme-less nanopore detection of post-translational modifications within long polypeptides","",""
"9 化学反応・触媒・電気化学的評価","10 計測技術・センシング・検出・イメージング","https://doi.org/10.1038/s41565-023-01462-8","Enzyme-less nanopore detection of post-translational modifications within long polypeptides","",""
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","6 リポソーム・LNP・バイオナノ材料","https://doi.org/10.1038/s41565-023-01533-w","A modular approach to enhancing cell membrane-coated nanoparticle functionality using genetic engineering","",""
"6 リポソーム・LNP・バイオナノ材料","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-023-01533-w","A modular approach to enhancing cell membrane-coated nanoparticle functionality using genetic engineering","",""
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-023-01533-w","A modular approach to enhancing cell membrane-coated nanoparticle functionality using genetic engineering","",""
"2 デバイス・機能材料の設計・開発・動作・応用","5 ポリマー・高分子・有機材料・有機半導体","https://doi.org/10.1038/s41565-022-01099-z","Light-driven microdrones","",""
"5 ポリマー・高分子・有機材料・有機半導体","8 デバイス動作・システムレベル評価・応用","https://doi.org/10.1038/s41565-022-01099-z","Light-driven microdrones","",""
"8 デバイス動作・システムレベル評価・応用","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-022-01099-z","Light-driven microdrones","",""
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-023-01455-7","Cholesterol modulates the physiological response to nanoparticles by changing the composition of protein corona","",""
"4 金属・合金・ナノ粒子・触媒材料","11 ナノ粒子・ナノ構造評価と応用","https://doi.org/10.1038/s41565-023-01455-7","Cholesterol modulates the physiological response to nanoparticles by changing the composition of protein corona","",""
"11 ナノ粒子・ナノ構造評価と応用","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-023-01455-7","Cholesterol modulates the physiological response to nanoparticles by changing the composition of protein corona","",""
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","6 リポソーム・LNP・バイオナノ材料","https://doi.org/10.1038/s41565-023-01553-6","Bacteria-derived nanovesicles enhance tumour vaccination by trained immunity","",""
"6 リポソーム・LNP・バイオナノ材料","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-023-01553-6","Bacteria-derived nanovesicles enhance tumour vaccination by trained immunity","",""
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-023-01553-6","Bacteria-derived nanovesicles enhance tumour vaccination by trained immunity","",""
"2 デバイス・機能材料の設計・開発・動作・応用","6 リポソーム・LNP・バイオナノ材料","https://doi.org/10.1038/s41565-022-01266-2","Targeting Xkr8 via nanoparticle-mediated in situ co-delivery of siRNA and chemotherapy drugs for cancer immunochemotherapy","",""
